genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes,accession,label,adhesion_module,antimicrobial_module,phage_defense_module,stress_module,amr_module,virulence_module,mobile_elements_module,adhesion_norm,stress_norm,phage_defense_norm,amr_norm,virulence_norm,defense_vs_risk,survival_vs_mobile,adhesion_vs_genome,probiotic_potential
GCF_000219455.1_ASM21945v1_genomic,1,2.0,1,2.0,1,1.0,1,64.0,0,0.0,1,4.0,1,13.0,1,16.0,1,8.0,1,46.0,2089,GCF_000219455.1,1,4.0,1.0,77.0,4.0,16.0,8.0,46.0,0.0019138755980861245,0.0019138755980861245,0.03684210526315789,0.007655502392344498,0.003827751196172249,3.12,0.0851063829787234,0.0019138755980861245,0.26842105263157895
GCF_000219805.1_ASM21980v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,3.0,1,2.0,1,12.0,1,4.0,1,2.0,1433,GCF_000219805.1,1,1.0,0.0,2.0,4.0,12.0,4.0,2.0,0.000697350069735007,0.002789400278940028,0.001394700139470014,0.008368200836820083,0.002789400278940028,0.11764705882352941,1.3333333333333333,0.000697350069735007,-0.03905160390516039
GCF_000220135.1_ASM22013v1_genomic,1,2.0,1,5.0,1,1.0,1,100.0,0,0.0,1,4.0,1,5.0,1,22.0,1,15.0,1,37.0,2198,GCF_000220135.1,1,7.0,1.0,105.0,4.0,22.0,15.0,37.0,0.0031832651205093224,0.0018190086402910413,0.047748976807639835,0.010004547521600727,0.0068212824010914054,2.789473684210526,0.10526315789473684,0.0031832651205093224,0.28276489313324243
GCF_000220885.1_ASM22088v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,15.0,1676,GCF_000220885.1,1,2.0,0.0,47.0,4.0,21.0,5.0,15.0,0.0011926058437686344,0.002385211687537269,0.02802623732856291,0.012522361359570662,0.0029815146094215863,1.7407407407407407,0.25,0.0011926058437686344,0.019677996422182462
GCF_000224965.2_ASM22496v2_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1672,GCF_000224965.2,1,2.0,0.0,47.0,4.0,21.0,5.0,14.0,0.001195457262402869,0.002390914524805738,0.028093245666467422,0.012552301255230125,0.002988643156007173,1.7407407407407407,0.26666666666666666,0.001195457262402869,0.019725044829647324
GCF_000224985.1_ASM22498v1_genomic,1,4.0,1,1.0,1,5.0,1,116.0,1,3.0,1,4.0,1,2.0,1,23.0,1,12.0,1,76.0,2198,GCF_000224985.1,0,5.0,5.0,118.0,7.0,23.0,12.0,76.0,0.002273760800363802,0.0031832651205093224,0.053660754888585724,0.010459299681673489,0.005457025920873124,3.4166666666666665,0.09090909090909091,0.002273760800363802,1.1032287403365166
GCF_000227485.1_ASM22748v1_genomic,1,2.0,0,0.0,1,9.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,11.0,1,31.0,4160,GCF_000227485.1,1,2.0,9.0,18.0,3.0,34.0,11.0,31.0,0.0004806536890170632,0.0007209805335255948,0.004325883201153569,0.008171112713290074,0.0026435952895938475,0.5869565217391305,0.09375,0.0004806536890170632,1.7665945686133138
GCF_000230275.1_ASM23027v1_genomic,0,0.0,0,0.0,0,0.0,1,109.0,1,2.0,1,5.0,1,4.0,1,31.0,1,8.0,1,105.0,2558,GCF_000230275.1,0,0.0,0.0,113.0,7.0,31.0,8.0,105.0,0.0,0.0027354435326299334,0.0441578741695975,0.01211410707307542,0.0031262211801484957,2.825,0.0660377358490566,0.0,0.0679953106682298
GCF_000236475.1_ASM23647v1_genomic,1,2.0,1,3.0,1,10.0,0,0.0,1,5.0,1,4.0,1,5.0,1,29.0,1,2.0,1,310.0,2855,GCF_000236475.1,1,5.0,10.0,5.0,9.0,29.0,2.0,310.0,0.0017507002801120449,0.0031512605042016808,0.0017507002801120449,0.01015406162464986,0.0007002801120448179,0.46875,0.028938906752411574,0.0017507002801120449,1.9621848739495797
GCF_000248095.2_ASM24809v3_genomic,1,2.0,1,8.0,0,0.0,1,84.0,1,5.0,1,4.0,1,6.0,1,27.0,1,11.0,1,85.0,2435,GCF_000248095.2,1,10.0,0.0,90.0,9.0,27.0,11.0,85.0,0.004105090311986864,0.003694581280788177,0.03694581280788178,0.011083743842364532,0.00451559934318555,2.3076923076923075,0.10465116279069768,0.004105090311986864,0.057471264367816105
GCF_000251085.2_ASM25108v2_genomic,1,5.0,1,4.0,1,23.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,9.0,1,136.0,2278,GCF_000251085.2,0,9.0,23.0,2.0,6.0,24.0,9.0,136.0,0.003949100482667837,0.0026327336551118913,0.0008775778850372971,0.010530934620447565,0.003949100482667837,0.7352941176470589,0.043795620437956206,0.003949100482667837,4.55129442738043
GCF_000253195.1_ASM25319v1_genomic,1,2.0,0,0.0,1,5.0,1,27.0,1,1.0,1,3.0,0,0.0,1,45.0,1,8.0,1,79.0,3851,GCF_000253195.1,0,2.0,5.0,27.0,4.0,45.0,8.0,79.0,0.0005192107995846313,0.0010384215991692627,0.007009345794392523,0.011682242990654205,0.0020768431983385254,0.5925925925925926,0.05,0.0005192107995846313,0.9595015576323985
GCF_000253315.1_ASM25331v1_genomic,1,2.0,1,9.0,1,10.0,1,59.0,1,1.0,1,6.0,1,2.0,1,35.0,1,9.0,1,33.0,2147,GCF_000253315.1,0,11.0,10.0,61.0,7.0,35.0,9.0,33.0,0.005121042830540037,0.0032588454376163874,0.028398510242085662,0.016294227188081937,0.004189944134078212,1.5777777777777777,0.20588235294117646,0.005121042830540037,2.007914338919925
GCF_000253335.1_ASM25333v1_genomic,1,1.0,1,5.0,1,15.0,1,68.0,1,1.0,1,5.0,1,1.0,1,37.0,1,12.0,1,68.0,2196,GCF_000253335.1,0,6.0,15.0,69.0,6.0,37.0,12.0,68.0,0.0027309968138370506,0.0027309968138370506,0.03140646335912608,0.016841147018661812,0.005461993627674101,1.68,0.08695652173913043,0.0027309968138370506,3.004551661356395
GCF_000253395.1_ASM25339v1_genomic,1,1.0,1,1.0,1,10.0,1,104.0,1,1.0,1,5.0,1,4.0,1,26.0,1,5.0,1,85.0,2233,GCF_000253395.1,1,2.0,10.0,108.0,6.0,26.0,5.0,85.0,0.0008952551477170994,0.0026857654431512983,0.048343777976723366,0.011638316920322292,0.0022381378692927483,3.6875,0.06976744186046512,0.0008952551477170994,2.087287376902417
GCF_000255475.1_ASM25547v1_genomic,1,9.0,1,4.0,1,4.0,1,81.0,0,0.0,1,4.0,1,1.0,1,36.0,1,12.0,1,56.0,3445,GCF_000255475.1,0,13.0,4.0,82.0,4.0,36.0,12.0,56.0,0.0037724898432965758,0.0011607661056297156,0.02379570516540917,0.01044689495066744,0.003482298316889147,1.7551020408163265,0.07017543859649122,0.0037724898432965758,0.8185722576900756
GCF_000262325.2_ASM26232v2_genomic,0,0.0,1,1.0,0,0.0,0,0.0,1,2.0,1,6.0,1,24.0,1,54.0,1,45.0,1,86.0,5622,GCF_000262325.2,1,1.0,0.0,24.0,8.0,54.0,45.0,86.0,0.00017784101013693757,0.0014227280810955006,0.004268184243286502,0.009603414547394629,0.008002845456162191,0.24,0.09195402298850575,0.00017784101013693757,-0.05601991819313533
GCF_000262675.1_ASM26267v1_genomic,1,1.0,0,0.0,1,9.0,1,131.0,1,1.0,1,5.0,1,2.0,1,24.0,1,5.0,1,93.0,2188,GCF_000262675.1,1,1.0,9.0,133.0,6.0,24.0,5.0,93.0,0.00045682960255824577,0.002740977615349475,0.060758337140246685,0.0109639104613979,0.0022841480127912287,4.733333333333333,0.06382978723404255,0.00045682960255824577,1.9269986295111925
GCF_000265095.1_ASM26509v1_genomic,1,4.0,1,6.0,0,0.0,0,0.0,0,0.0,1,4.0,1,2.0,1,19.0,1,7.0,1,31.0,1859,GCF_000265095.1,1,10.0,0.0,2.0,4.0,19.0,7.0,31.0,0.005376344086021506,0.002150537634408602,0.001075268817204301,0.01021505376344086,0.003763440860215054,0.07407407407407407,0.125,0.005376344086021506,-0.04408602150537635
GCF_000265365.1_ASM26536v1_genomic,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,1,4.0,1,5.0,1,38.0,1,15.0,1,74.0,3312,GCF_000265365.1,0,0.0,0.0,14.0,4.0,38.0,15.0,74.0,0.0,0.0012073649260488982,0.004225777241171144,0.011469966797464533,0.004527618472683369,0.25925925925925924,0.05333333333333334,0.0,-0.05584062782976155
GCF_000269965.1_ASM26996v1_genomic,1,3.0,0,0.0,1,8.0,0,0.0,0,0.0,1,4.0,1,8.0,1,19.0,1,18.0,1,105.0,2662,GCF_000269965.1,1,3.0,8.0,8.0,4.0,19.0,18.0,105.0,0.0011265490048817123,0.0015020653398422831,0.0030041306796845663,0.007134810364250845,0.006759294029290274,0.42105263157894735,0.03773584905660377,0.0011265490048817123,1.5583176868193769
GCF_000277325.1_ASM27732v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1674,GCF_000277325.1,1,2.0,0.0,47.0,4.0,21.0,5.0,14.0,0.0011940298507462687,0.0023880597014925373,0.028059701492537312,0.01253731343283582,0.0029850746268656717,1.7407407407407407,0.26666666666666666,0.0011940298507462687,0.019701492537313438
GCF_000277345.1_ASM27734v1_genomic,1,2.0,0,0.0,0,0.0,1,49.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1678,GCF_000277345.1,1,2.0,0.0,53.0,4.0,21.0,5.0,14.0,0.0011911852293031567,0.0023823704586063135,0.03156640857653365,0.012507444907683145,0.0029779630732578916,1.962962962962963,0.26666666666666666,0.0011911852293031567,0.030375223347230498
GCF_000283495.2_ASM28349v2_genomic,0,0.0,0,0.0,0,0.0,1,364.0,1,2.0,1,3.0,1,3.0,1,25.0,1,7.0,1,62.0,2701,GCF_000283495.2,1,0.0,0.0,367.0,5.0,25.0,7.0,62.0,0.0,0.001850481125092524,0.13582531458179126,0.009252405625462621,0.0025906735751295338,11.121212121212121,0.07936507936507936,0.0,0.3571428571428571
GCF_000283615.1_ASM28361v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,3.0,1,4.0,1,9.0,1,27.0,1,14.0,1,93.0,2624,GCF_000283615.1,1,0.0,1.0,9.0,7.0,27.0,14.0,93.0,0.0,0.0026666666666666666,0.0034285714285714284,0.010285714285714285,0.005333333333333333,0.23809523809523808,0.07446808510638298,0.0,0.1481904761904762
GCF_000292915.1_ASM29291v1_genomic,0,0.0,0,0.0,1,1.0,1,1.0,1,5.0,1,3.0,1,27.0,1,82.0,1,21.0,1,61.0,5961,GCF_000292915.1,0,0.0,1.0,28.0,8.0,82.0,21.0,61.0,0.0,0.0013418316001341832,0.004696410600469641,0.013753773901375378,0.0035223079503522306,0.27884615384615385,0.12903225806451613,0.0,0.1374371016437437
GCF_000299015.1_ASM29901v1_genomic,1,1.0,1,4.0,1,25.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,10.0,1,91.0,2190,GCF_000299015.1,0,5.0,25.0,2.0,6.0,24.0,10.0,91.0,0.0022820629849383844,0.0027384755819260614,0.0009128251939753537,0.010953902327704245,0.004564125969876769,0.7714285714285715,0.06521739130434782,0.0022820629849383844,4.944317663167503
GCF_000309565.2_ASM30956v2_genomic,1,4.0,1,8.0,1,11.0,0,0.0,1,3.0,1,4.0,1,2.0,1,37.0,1,11.0,1,84.0,2838,GCF_000309565.2,1,12.0,11.0,2.0,7.0,37.0,11.0,84.0,0.004226840436773511,0.0024656569214512153,0.0007044734061289186,0.013032758013384995,0.0038746037337090526,0.2653061224489796,0.08235294117647059,0.004226840436773511,2.1387108136667843
GCF_000312685.1_ASM31268v1_genomic,1,2.0,1,5.0,1,11.0,0,0.0,1,4.0,1,4.0,1,6.0,1,32.0,1,3.0,1,208.0,2670,GCF_000312685.1,1,7.0,11.0,6.0,8.0,32.0,3.0,208.0,0.002620741295394983,0.002995132909022838,0.0022463496817671283,0.011980531636091352,0.0011231748408835642,0.4722222222222222,0.03827751196172249,0.002620741295394983,2.154698614751029
GCF_000317935.1_ASM31793v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,11.0,1,40.0,1,26.0,1,71.0,4789,GCF_000317935.1,0,0.0,0.0,11.0,7.0,40.0,26.0,71.0,0.0,0.0014613778705636743,0.0022964509394572024,0.008350730688935281,0.005427974947807933,0.16417910447761194,0.09722222222222222,0.0,-0.048225469728601256
GCF_000318035.1_ASM31803v1_genomic,1,4.0,1,9.0,1,11.0,1,23.0,1,3.0,1,5.0,1,2.0,1,32.0,1,15.0,1,150.0,3268,GCF_000318035.1,1,13.0,11.0,25.0,8.0,32.0,15.0,150.0,0.0039767513000917715,0.002447231569287244,0.007647598654022637,0.009788926277148976,0.004588559192413582,0.75,0.052980132450331126,0.0039767513000917715,2.1730804527378402
GCF_000321395.1_ASM32139v1_genomic,1,2.0,0,0.0,1,8.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,13.0,1,23.0,4240,GCF_000321395.1,1,2.0,8.0,18.0,3.0,34.0,13.0,23.0,0.0004715868898844612,0.0007073803348266918,0.004244282008960151,0.00801697712803584,0.0030653147842489977,0.5416666666666666,0.125,0.0004715868898844612,1.5658099504833767
GCF_000342305.2_vvyb1_bt3.5_genomic,1,2.0,0,0.0,0,0.0,1,2.0,1,5.0,1,4.0,1,13.0,1,59.0,1,38.0,1,62.0,5585,GCF_000342305.2,0,2.0,0.0,15.0,9.0,59.0,38.0,62.0,0.00035803795202291446,0.001611170784103115,0.0026852846401718583,0.010562119584675976,0.006802721088435374,0.15306122448979592,0.14285714285714285,0.00035803795202291446,-0.061224489795918366
GCF_000344575.1_ASM34457v1_genomic,1,3.0,1,10.0,1,18.0,0,0.0,1,7.0,1,4.0,1,3.0,1,29.0,1,3.0,1,64.0,2409,GCF_000344575.1,1,13.0,18.0,3.0,11.0,29.0,3.0,64.0,0.0053941908713692945,0.004564315352697096,0.0012448132780082987,0.012033195020746889,0.0012448132780082987,0.6363636363636364,0.16923076923076924,0.0053941908713692945,3.5597510373443986
GCF_000344745.1_ASM34474v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,17.0,1,154.0,4441,GCF_000344745.1,1,1.0,10.0,18.0,3.0,34.0,17.0,154.0,0.00022512381809995497,0.0006753714542998649,0.00405222872579919,0.00765420981539847,0.003827104907699235,0.5384615384615384,0.01935483870967742,0.00022512381809995497,1.9642053129221073
GCF_000348705.1_ASM34870v1_genomic,1,2.0,1,5.0,1,31.0,0,0.0,1,1.0,1,5.0,1,1.0,1,26.0,1,8.0,1,103.0,2222,GCF_000348705.1,0,7.0,31.0,1.0,6.0,26.0,8.0,103.0,0.003148897885739991,0.002699055330634278,0.000449842555105713,0.011695906432748537,0.003598740440845704,0.9142857142857143,0.057692307692307696,0.003148897885739991,6.143769680611785
GCF_000349795.1_ASM34979v1_genomic,1,2.0,0,0.0,1,8.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,14.0,1,27.0,4169,GCF_000349795.1,1,2.0,8.0,18.0,3.0,34.0,14.0,27.0,0.00047961630695443646,0.0007194244604316547,0.004316546762589928,0.00815347721822542,0.003357314148681055,0.5306122448979592,0.10714285714285714,0.00047961630695443646,1.5645083932853718
GCF_000359625.1_ASM35962v1_genomic,1,3.0,1,5.0,1,1.0,1,17.0,1,6.0,1,3.0,1,5.0,1,26.0,1,18.0,1,97.0,2705,GCF_000359625.1,1,8.0,1.0,22.0,9.0,26.0,18.0,97.0,0.0029563932002956393,0.0033259423503325942,0.008130081300813009,0.009608277900960829,0.0066518847006651885,0.5111111111111111,0.09183673469387756,0.0029563932002956393,0.16895787139689578
GCF_000388095.2_LcY_assembly050913_genomic,1,5.0,1,10.0,1,12.0,1,50.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,128.0,3175,GCF_000388095.2,1,15.0,12.0,52.0,9.0,33.0,15.0,128.0,0.004722921914357683,0.0028337531486146094,0.0163727959697733,0.010390428211586901,0.004722921914357683,1.3061224489795917,0.06976744186046512,0.004722921914357683,2.3981108312342565
GCF_000389675.2_ASM38967v2_genomic,1,1.0,1,2.0,1,8.0,1,52.0,1,2.0,1,4.0,1,1.0,1,24.0,1,9.0,1,37.0,2036,GCF_000389675.2,1,3.0,8.0,53.0,6.0,24.0,9.0,37.0,0.0014727540500736377,0.0029455081001472753,0.026018654884634267,0.011782032400589101,0.004418262150220913,1.7941176470588236,0.15789473684210525,0.0014727540500736377,1.6147275405007364
GCF_000392485.3_ASM39248v2_genomic,1,2.0,1,9.0,1,10.0,0,0.0,1,10.0,1,4.0,1,3.0,1,47.0,1,13.0,1,184.0,3238,GCF_000392485.3,1,11.0,10.0,3.0,14.0,47.0,13.0,184.0,0.0033961099104661933,0.0043223217042297,0.0009262117937635072,0.014510651435628281,0.004013584439641865,0.21311475409836064,0.07567567567567568,0.0033961099104661933,1.9336214881136153
GCF_000397165.1_ASM39716v1_genomic,1,1.0,1,2.0,0,0.0,1,158.0,1,3.0,1,4.0,1,1.0,1,24.0,1,11.0,1,166.0,2276,GCF_000397165.1,1,3.0,0.0,159.0,7.0,24.0,11.0,166.0,0.0013175230566534915,0.0030742204655248135,0.06982872200263504,0.010540184453227932,0.004830917874396135,4.416666666666667,0.041916167664670656,0.0013175230566534915,0.15107597716293364
GCF_000400585.1_LcA_0213_genomic,1,5.0,1,10.0,1,12.0,1,19.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,149.0,3196,GCF_000400585.1,1,15.0,12.0,21.0,9.0,33.0,15.0,149.0,0.0046918986549890525,0.0028151391929934315,0.0065686581169846735,0.010322177040975915,0.0046918986549890525,0.673469387755102,0.06,0.0046918986549890525,2.3690334688770722
GCF_000400875.1_ASM40087v1_genomic,0,0.0,0,0.0,0,0.0,1,54.0,0,0.0,1,2.0,1,1.0,1,29.0,1,31.0,1,34.0,2270,GCF_000400875.1,0,0.0,0.0,55.0,2.0,29.0,31.0,34.0,0.0,0.0008806693086745927,0.024218405988551298,0.012769704975781594,0.013650374284456186,0.9016393442622951,0.05714285714285714,0.0,-0.030383091149273435
GCF_000410995.1_ASM41099v1_genomic,1,2.0,1,6.0,1,1.0,0,0.0,1,4.0,1,5.0,1,5.0,1,29.0,1,16.0,1,162.0,2156,GCF_000410995.1,1,8.0,1.0,5.0,9.0,29.0,16.0,162.0,0.0037088548910523874,0.004172461752433936,0.0023180343069077423,0.013444598980064905,0.007417709782104775,0.13043478260869565,0.05521472392638037,0.0037088548910523874,0.13324061196105705
GCF_000414215.1_ASM41421v1_genomic,1,2.0,0,0.0,0,0.0,1,41.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1673,GCF_000414215.1,1,2.0,0.0,45.0,4.0,21.0,5.0,14.0,0.0011947431302270011,0.0023894862604540022,0.026881720430107527,0.012544802867383513,0.002986857825567503,1.6666666666666667,0.26666666666666666,0.0011947431302270011,0.016129032258064502
GCF_000418515.1_ASM41851v1_genomic,1,5.0,1,10.0,1,12.0,1,27.0,1,3.0,1,5.0,1,4.0,1,38.0,1,14.0,1,123.0,3131,GCF_000418515.1,1,15.0,12.0,31.0,8.0,38.0,14.0,123.0,0.004789272030651341,0.002554278416347382,0.009897828863346106,0.012132822477650063,0.004469987228607918,0.8113207547169812,0.06451612903225806,0.004789272030651341,2.370306513409962
GCF_000422165.1_ASM42216v1_genomic,1,2.0,1,1.0,1,4.0,1,7.0,1,2.0,1,4.0,1,1.0,1,28.0,1,17.0,1,296.0,2525,GCF_000422165.1,1,3.0,4.0,8.0,6.0,28.0,17.0,296.0,0.0011876484560570072,0.0023752969121140144,0.003167062549485352,0.011084718923198733,0.006730007917656373,0.2608695652173913,0.020202020202020204,0.0011876484560570072,0.7410134600158355
GCF_000448685.2_ASM44868v2_genomic,1,2.0,1,7.0,1,11.0,1,8.0,1,1.0,1,5.0,1,3.0,1,35.0,1,6.0,1,31.0,2001,GCF_000448685.2,0,9.0,11.0,11.0,6.0,35.0,6.0,31.0,0.004495504495504496,0.002997002997002997,0.005494505494505495,0.017482517482517484,0.002997002997002997,0.5238095238095238,0.1875,0.004495504495504496,2.135064935064935
GCF_000465235.1_ASM46523v1_genomic,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,1,3.0,1,2.0,1,22.0,1,5.0,1,2.0,1831,GCF_000465235.1,0,0.0,2.0,2.0,3.0,22.0,5.0,2.0,0.0,0.0016375545851528383,0.001091703056768559,0.012008733624454149,0.0027292576419213972,0.14285714285714285,1.0,0.0,0.3383187772925764
GCF_000466785.3_ASM46678v3_genomic,1,1.0,1,2.0,0,0.0,1,141.0,1,3.0,1,5.0,1,1.0,1,28.0,1,18.0,1,222.0,2562,GCF_000466785.3,1,3.0,0.0,142.0,8.0,28.0,18.0,222.0,0.0011705033164260631,0.0031213421771361686,0.05540382364416699,0.01092469761997659,0.00702301989855638,3.021276595744681,0.03587443946188341,0.0011705033164260631,0.09910261412407335
GCF_000468955.1_ASM46895v1_genomic,1,3.0,1,9.0,1,7.0,0,0.0,1,6.0,1,5.0,1,6.0,1,32.0,1,2.0,1,50.0,2403,GCF_000468955.1,1,12.0,7.0,6.0,11.0,32.0,2.0,50.0,0.004991680532445923,0.004575707154742097,0.0024958402662229617,0.013311148086522463,0.0008319467554076539,0.37142857142857144,0.21568627450980393,0.004991680532445923,1.3575707154742096
GCF_000470055.1_3S_genomic,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,1,3.0,1,2.0,1,21.0,1,6.0,1,1.0,1616,GCF_000470055.1,0,0.0,0.0,11.0,3.0,21.0,6.0,1.0,0.0,0.0018552875695732839,0.006802721088435374,0.012987012987012988,0.0037105751391465678,0.39285714285714285,1.5,0.0,-0.05194805194805196
GCF_000471945.1_ASM47194v1_genomic,1,2.0,0,0.0,0,0.0,1,117.0,0,0.0,1,4.0,1,4.0,1,18.0,1,3.0,1,16.0,1790,GCF_000471945.1,1,2.0,0.0,121.0,4.0,18.0,3.0,16.0,0.0011166945840312675,0.002233389168062535,0.06756002233389168,0.010050251256281407,0.0016750418760469012,5.5,0.23529411764705882,0.0011166945840312675,0.1541038525963149
GCF_000478255.1_ASM47825v2_genomic,1,4.0,1,4.0,1,14.0,0,0.0,1,8.0,1,6.0,1,4.0,1,33.0,1,2.0,1,102.0,2642,GCF_000478255.1,1,8.0,14.0,4.0,14.0,33.0,2.0,102.0,0.003026863412788498,0.0052970109723798715,0.001513431706394249,0.012485811577752554,0.0007567158531971245,0.5,0.13592233009708737,0.003026863412788498,2.756488838441165
GCF_000479375.1_ASM47937v1_genomic,1,3.0,1,9.0,1,13.0,0,0.0,1,6.0,1,4.0,1,5.0,1,29.0,1,5.0,1,202.0,2730,GCF_000479375.1,1,12.0,13.0,5.0,10.0,29.0,5.0,202.0,0.004393994873672647,0.003661662394727206,0.001830831197363603,0.010618820944708897,0.001830831197363603,0.5142857142857142,0.04926108374384237,0.004393994873672647,2.563017209813255
GCF_000494775.2_ASM49477v2_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,3.0,1,2.0,1,21.0,1,4.0,1,3.0,1753,GCF_000494775.2,0,0.0,1.0,2.0,3.0,21.0,4.0,3.0,0.0,0.0017103762827822121,0.0011402508551881414,0.011972633979475485,0.002280501710376283,0.11538461538461539,0.75,0.0,0.1401368301026226
GCF_000494795.1_ASM49479v1_genomic,1,5.0,1,4.0,1,23.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,11.0,1,95.0,2219,GCF_000494795.1,0,9.0,23.0,2.0,6.0,23.0,11.0,95.0,0.004054054054054054,0.002702702702702703,0.0009009009009009009,0.01036036036036036,0.004954954954954955,0.7142857142857143,0.0625,0.004054054054054054,4.549549549549549
GCF_000496265.1_ASM49626v1_genomic,1,1.0,1,3.0,1,2.0,1,23.0,1,6.0,1,5.0,1,1.0,1,27.0,1,3.0,1,29.0,1869,GCF_000496265.1,1,4.0,2.0,24.0,11.0,27.0,3.0,29.0,0.0021390374331550803,0.0058823529411764705,0.012834224598930482,0.014438502673796792,0.0016042780748663102,0.8387096774193549,0.36666666666666664,0.0021390374331550803,0.3775401069518717
GCF_000498675.1_ASM49867v1_genomic,1,1.0,1,4.0,1,8.0,0,0.0,1,2.0,1,5.0,1,1.0,1,27.0,1,13.0,1,44.0,1846,GCF_000498675.1,1,5.0,8.0,1.0,7.0,27.0,13.0,44.0,0.0027070925825663237,0.003789929615592853,0.0005414185165132648,0.014618299945858148,0.007038440714672442,0.21951219512195122,0.15555555555555556,0.0027070925825663237,1.5204114780725502
GCF_000521285.1_TH1435VE_genomic,1,1.0,0,0.0,1,12.0,1,149.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,47.0,2114,GCF_000521285.1,1,1.0,12.0,150.0,6.0,25.0,4.0,47.0,0.00047281323877068556,0.0028368794326241137,0.07092198581560284,0.01182033096926714,0.0018912529550827422,5.4,0.125,0.00047281323877068556,2.5546099290780138
GCF_000521305.1_TH1436VE_genomic,1,1.0,1,1.0,1,10.0,1,113.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,42.0,2120,GCF_000521305.1,1,2.0,10.0,115.0,6.0,26.0,4.0,42.0,0.000942951438000943,0.002828854314002829,0.05421970768505422,0.012258368694012258,0.001885902876001886,4.032258064516129,0.13953488372093023,0.000942951438000943,2.1032531824611036
GCF_000521325.1_MTH17CL396VE_genomic,1,1.0,1,2.0,1,9.0,1,173.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,59.0,2266,GCF_000521325.1,1,3.0,9.0,175.0,6.0,25.0,4.0,59.0,0.0013233348037053375,0.002646669607410675,0.07719453021614468,0.011027790030877812,0.00176444640494045,6.133333333333334,0.1,0.0013233348037053375,1.979091310101456
GCF_000525715.1_ASM52571v1_genomic,1,1.0,1,2.0,1,3.0,1,177.0,1,2.0,1,4.0,0,0.0,1,27.0,1,8.0,1,143.0,2284,GCF_000525715.1,1,3.0,3.0,177.0,6.0,27.0,8.0,143.0,0.001312910284463895,0.00262582056892779,0.0774617067833698,0.011816192560175055,0.00350109409190372,5.0,0.041666666666666664,0.001312910284463895,0.7706783369803063
GCF_000572065.1_TH982VE_genomic,1,1.0,0,0.0,1,7.0,1,67.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,49.0,2098,GCF_000572065.1,1,1.0,7.0,68.0,6.0,25.0,4.0,49.0,0.0004764173415912339,0.0028585040495474035,0.03239637922820391,0.011910433539780848,0.0019056693663649356,2.5,0.12,0.0004764173415912339,1.4385898046688899
GCF_000572095.1_TH1477VE_genomic,1,1.0,1,1.0,1,7.0,1,83.0,1,1.0,1,6.0,1,3.0,1,27.0,1,5.0,1,80.0,2263,GCF_000572095.1,1,2.0,7.0,86.0,7.0,27.0,5.0,80.0,0.0008833922261484099,0.0030918727915194345,0.037985865724381625,0.011925795053003533,0.002208480565371025,2.8181818181818183,0.08641975308641975,0.0008833922261484099,1.4556537102473497
